Timestamp,Сколько вам лет?,Ваш пол,Идентификатор когорты,"Вспомните предыдущие 2-4 недели, как преимущественно распределялись ваше время и силы между:

 - Срочными задачами (требуют немедленного решения, чтобы избежать негативных последствий)
 - Важными задачами (приближают вас к долгосрочным целям, но при отсрочке не наносят немедленный вред)","Каждый день появляются незапланированные срочные задачи, которые я не могу отложить","Я не могу отвести время на важное, потому что оно полностью занято срочным","Я в большей степени тушу кризисы, чем их предотвращаю","Мне трудно видеть прогресс в важных проектах, потому что до них редко доходит очередь",К концу дня у меня почти нет энергии на важное,"Я чувствую, что мои ресурсы (время и энергия) исчерпываются на срочное",Лежа в постели не пользоваться устройствами с экранами,Две минуты ничего не делать,Разгрузить свою память,Отделять задачи от проектов и идей,"Делать задачи ТОЛЬКО записанные в список (записываем, перед тем, как сделать)","Формулировать задачи ""как для обезьянки""","Поковырять задачи в ""Позже""",Отключать средства коммуникации на время сосредоточенной работы (блоки тишины),Провести утро без смартфона,Выполнить хотя бы одну задачу из списка до проверки почты / чатов / новостей,Я составляю план на день,Сходить на тренировку и позаниматься спортом,Я подвожу итоги дня,Во время работы прятать смартфон от самого себя (не держать его на виду),Я составляю план на неделю,Закрыть ненужные вкладки в браузере,Я смотрю / корректирую свой план на неделю,"Интернет-шаббат: провести день, не прикасаясь к устройствам, способным соединяться с интернетом",Я подвожу итоги недели,Порадовать свою обезьянку,Увидеть дно инбокса,Выполнить задачу из списка до контакта с внешним миром,Соотнести список своих задач со списком своих целей / хотелок,"Выполнить ""зеленую"" задачу","Выполнить ""зеленую"" задачу ДО проверки чатов / почты / новостей и прочего интернета",Пользоваться смартфоном в туалете,Провести N-минут в инкубаторе идей,Посмотреть в свой список задач просто с целью выкинуть оттуда что-то ненужное,Провести 15 минут наедине со своими мыслями,Вести лог дня (дневник),Провести день стесняясь смартфона,Установить фильтр синего (ночной режим или режим чтения) на экранах,Провести ревизию спального места на предмет светового шума,"Установить автоматический (по расписанию) режим ""не беспокоить"" на смартфоне (минимум на 8 часов в день)",Удалить приложения социальных сетей со своего смартфона,Отключить красные кружочки на иконках приложений в смартфоне,Установить плагины и настройки против рекламных баннеров,Отключить оповещения о новых сообщениях в чатах,Отключить оповещения о новых сообщениях в электронной почте,"Отключить push-оповещения от приложений в смартфоне (соцсети, магазины, заправки)",Отключить оповещения на смарт-часах,Настроить автоматическое отмечание входящих писем в электронной почте прочитанными,Как вы работаете с личными и рабочими задачами?,Какие инструменты вы используете для управления списком задач,К какому хронотипу вы себя относите?,На сколько удачливым человеком вы себя считаете?,"Как вы думаете, что сейчас является ограничением вашей продуктивности?",MIJS-2,"В среднем, сколько дней в неделю вы работаете в офисе, а сколько удаленно?"
24/02/2026 15:57:43,33,Ж,ITHR,Я распределяю свои силы и время примерно поровну на важное и на срочное,4,1,1,2,2,2,Никогда или крайне редко,Часто (3-4 раза в неделю),Часто (3-4 раза в неделю),Иногда (1-2 раза в неделю),Иногда (1-2 раза в неделю),Часто (3-4 раза в неделю),Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,,Часто (3-4 раза в неделю),Часто (3-4 раза в неделю),Часто (3-4 раза в неделю),Часто (3-4 раза в неделю),Постоянно (каждую неделю),Часто (3-4 раза в неделю),Часто (3-4 раза в неделю),Никогда или крайне редко,Часто (3-4 раза в месяц),Часто (3-4 раза в неделю),Практически всегда (5+ дней в неделю),Иногда (1-2 раза в неделю),Иногда (1-2 раза в неделю),Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Практически всегда (5+ дней в неделю),Иногда (1-2 раза в неделю),Часто (3-4 раза в неделю),Практически всегда (5+ дней в неделю),Никогда или крайне редко,Никогда или крайне редко,Применил(а) по максимуму,Применил(а) с небольшими исключениями,Применил(а) по максимуму,Не применил(а),"Применил(а), но не полностью","Применил(а), но не полностью",Применил(а) с небольшими исключениями,"Применил(а), но не полностью",Применил(а) с небольшими исключениями,"Применил(а), но не полностью",Не применил(а),Я разделяю личные и рабочие задачи в разных списках,Электронные (приложение),"Сонливый днем тип (Цапля): пик активности утром и вечером, а днем спад",3,"Скорость работы других людей чаще всего сильно ниже моей, и из-за этого моя скорость тоже падает (т.к. моя роль предполагает много кроссфункционального взаимодействия постоянно)",8,Я работаю удаленно (выезд в офис - это исключение)
24/02/2026 17:30:49,34,Ж,ITHR,"Большую часть трачу на срочные дела, но небольшую часть стабильно посвящаю важным",5,2,3,4,1,1,Практически всегда (5+ дней в неделю),Редко (несколько раз в месяц),Часто (3-4 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Редко (несколько раз в месяц),Часто (3-4 раза в неделю),Никогда или крайне редко,,Часто (3-4 раза в неделю),Иногда (1-2 раза в неделю),Никогда или крайне редко,Иногда (1-2 раза в неделю),Постоянно (каждую неделю),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,Практически всегда (5+ дней в неделю),Никогда или крайне редко,Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Применил(а) с небольшими исключениями,Применил(а) по максимуму,Применил(а) по максимуму,"Применил(а), но не полностью",Не применил(а),Не применил(а),"Применил(а), но не полностью",Применил(а) по максимуму,Применил(а) по максимуму,"Применил(а), но не полностью",Не применил(а),Я разделяю личные и рабочие задачи в разных списках,Электронные (приложение),"Сонливый днем тип (Цапля): пик активности утром и вечером, а днем спад",6,"Выгорание на работе, конфликт с руководителем",11,4 день в неделю - удаленно
24/02/2026 17:32:06,39,М,MAX,"Большую часть трачу на срочные дела, но небольшую часть стабильно посвящаю важным",3,1,2,1,3,4,Часто (3-4 раза в неделю),Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Иногда (1-2 раза в неделю),Часто (3-4 раза в неделю),Практически всегда (5+ дней в неделю),Иногда (1-2 раза в неделю),Практически всегда (5+ дней в неделю),Иногда (1-2 раза в неделю),,Часто (3-4 раза в неделю),Часто (3-4 раза в неделю),Часто (3-4 раза в неделю),Никогда или крайне редко,Постоянно (каждую неделю),Практически всегда (5+ дней в неделю),Часто (3-4 раза в неделю),Никогда или крайне редко,Редко (раз в 1-2 месяца),Иногда (1-2 раза в неделю),Практически всегда (5+ дней в неделю),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Часто (3-4 раза в неделю),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Никогда или крайне редко,Иногда (1-2 раза в неделю),Никогда или крайне редко,"Применил(а), но не полностью","Применил(а), но не полностью",Применил(а) по максимуму,Применил(а) с небольшими исключениями,Применил(а) по максимуму,Применил(а) по максимуму,Применил(а) с небольшими исключениями,Применил(а) по максимуму,Применил(а) с небольшими исключениями,"Применил(а), но не полностью",Применил(а) по максимуму,Я веду личные и рабочие задачи в одном списке,Бумажный блокнот,Умеренно-активный тип (Утка): весь день умеренно активный,7,"меня моя продуктивность устраивает, за что вам спасибо ☺️ иногда чтобы что то получить, надо что то продолбать 😂",10,2 дня в неделю - удаленно
24/02/2026 18:40:55,35,Ж,VK,Я распределяю свои силы и время примерно поровну на важное и на срочное,3,1,2,1,1,2,Никогда или крайне редко,Никогда или крайне редко,Практически всегда (5+ дней в неделю),Редко (несколько раз в месяц),Часто (3-4 раза в неделю),Практически всегда (5+ дней в неделю),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,,Часто (3-4 раза в неделю),Часто (3-4 раза в неделю),Часто (3-4 раза в неделю),Иногда (1-2 раза в неделю),Иногда (1-2 раза в месяц),Практически всегда (5+ дней в неделю),Иногда (1-2 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Иногда (1-2 раза в неделю),Практически всегда (5+ дней в неделю),Никогда или крайне редко,Никогда или крайне редко,Иногда (1-2 раза в неделю),Никогда или крайне редко,Часто (3-4 раза в неделю),Редко (несколько раз в месяц),Часто (3-4 раза в неделю),Иногда (1-2 раза в неделю),Практически всегда (5+ дней в неделю),Никогда или крайне редко,Применил(а) по максимуму,Применил(а) по максимуму,Применил(а) по максимуму,Не применил(а),Не применил(а),Применил(а) с небольшими исключениями,Применил(а) с небольшими исключениями,Применил(а) с небольшими исключениями,Применил(а) по максимуму,У меня этого нет,Не применил(а),Я разделяю личные и рабочие задачи в разных списках,Электронные + Блокнот,"Дневной тип (Орел): пик активности - день, утром и вечером - спад",5,"Чувствую влияние смартфона, но отказаться не получается. Спасибо за возможность проанализировать эффективность джедайских привычек.",7,Я работаю удаленно (выезд в офис - это исключение)
24/02/2026 20:37:28,40,Ж,CORP_GRP,"Большую часть я посвящаю важному, на срочные задачи сил и времени уходит не много",2,2,2,1,2,1,Иногда (1-2 раза в неделю),Часто (3-4 раза в неделю),Практически всегда (5+ дней в неделю),Часто (3-4 раза в неделю),Иногда (1-2 раза в неделю),Иногда (1-2 раза в неделю),Часто (3-4 раза в неделю),Часто (3-4 раза в неделю),Практически всегда (5+ дней в неделю),,Иногда (1-2 раза в неделю),Постоянно (почти каждый день),Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Редко (раз в 1-2 месяца),Часто (3-4 раза в неделю),Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Часто (3-4 раза в месяц),Практически всегда (5+ дней в неделю),Часто (3-4 раза в неделю),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Часто (3-4 раза в неделю),Никогда или крайне редко,Иногда (1-2 раза в неделю),Часто (3-4 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Не применил(а),Применил(а) по максимуму,Не применил(а),"Применил(а), но не полностью","Применил(а), но не полностью",Применил(а) по максимуму,Применил(а) с небольшими исключениями,Применил(а) по максимуму,Применил(а) по максимуму,У меня этого нет,Не применил(а),Я веду личные и рабочие задачи в одном списке,Бумажный блокнот,"Дневной тип (Орел): пик активности - день, утром и вечером - спад",6,Отсутствие солнца и холод,6,Я работаю удаленно (выезд в офис - это исключение)
24/02/2026 21:20:35,31,Ж,ITHR,"Большую часть трачу на срочные дела, но небольшую часть стабильно посвящаю важным",4,4,3,4,5,5,Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,Редко (несколько раз в месяц),Никогда или крайне редко,Редко (несколько раз в месяц),Никогда или крайне редко,Редко (несколько раз в месяц),Практически всегда (5+ дней в неделю),,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Практически всегда (5+ дней в неделю),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Практически всегда (5+ дней в неделю),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Практически всегда (5+ дней в неделю),Никогда или крайне редко,Никогда или крайне редко,Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,Применил(а) с небольшими исключениями,Не применил(а),Не применил(а),"Применил(а), но не полностью",Не применил(а),Применил(а) по максимуму,Применил(а) с небольшими исключениями,Применил(а) по максимуму,Применил(а) с небольшими исключениями,Применил(а) с небольшими исключениями,Не применил(а),Я веду личные и рабочие задачи в одном списке,Электронные + Блокнот,"Дневной тип (Орел): пик активности - день, утром и вечером - спад",5,,17,Я работаю удаленно (выезд в офис - это исключение)
25/02/2026 00:26:44,37,Ж,CORP_GRP,"Большую часть трачу на срочные дела, но небольшую часть стабильно посвящаю важным",3,4,4,4,5,4,Практически всегда (5+ дней в неделю),Редко (несколько раз в месяц),Часто (3-4 раза в неделю),Никогда или крайне редко,Иногда (1-2 раза в неделю),Иногда (1-2 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Часто (3-4 раза в неделю),,Иногда (1-2 раза в неделю),Часто (3-4 раза в неделю),Никогда или крайне редко,Иногда (1-2 раза в неделю),Редко (раз в 1-2 месяца),Иногда (1-2 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Иногда (1-2 раза в неделю),Никогда или крайне редко,Редко (несколько раз в месяц),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Никогда или крайне редко,Практически всегда (5+ дней в неделю),Практически всегда (5+ дней в неделю),Никогда или крайне редко,Часто (3-4 раза в неделю),Часто (3-4 раза в неделю),Никогда или крайне редко,Применил(а) с небольшими исключениями,Применил(а) с небольшими исключениями,Не применил(а),"Применил(а), но не полностью",Применил(а) с небольшими исключениями,"Применил(а), но не полностью","Применил(а), но не полностью",Применил(а) по максимуму,Применил(а) с небольшими исключениями,У меня этого нет,Не применил(а),Я веду личные и рабочие задачи в одном списке,Электронные + Блокнот,"Сонливый днем тип (Цапля): пик активности утром и вечером, а днем спад",5,"1) Вбоквилы, рабочий чат и желание всем угодить по их (не моим) задачам. 2) приоритет рабочим и чужим задачам vs личным 3) анемия(низкий ферритин и вит Д3) и недосып. 4) основное: куча работы по дому, которую муж со мной не разделяет и нанять помощь не дает (т.е работаю крутую работу на работе, а потом работаю дома по хозяйству и мамой, отдыха нет совсем, только сон), бессмертный пони скоро сдохнет. Пример по логу(не преувеличиваю, делала хронометраж): сб и вс по 8ч в день уборки и готовки, в будни почти все время после прихода с работы до сна. Вообще для работающих на уровне мужа или выше женщин с российским менталитетом в паре (менталитет заключается в «домашнее хозяйство в любом случае на ней, не важно работает она или нет и кем) это основное ограничение (ты про это не упоминаешь, нигде, кстати, а зря) это как бонус сложности к заданию - быть работающей на полную ставку женой и мамой 5) не была в отпуске с 2022г, как родила. (Декрет не был отпуском, тк сократили и сильно переживала и переезжала в другую страну). В официальном отпуске не была с нояб2024, как устроилась в новой стране, херачила на промоушен. Так что осн ограничение = усталость.",16,1 день в неделю - удаленно
25/02/2026 09:33:05,33,Ж,ITHR,"Практически всё уходит на срочные задачи, важному уделяю внимание мало и редко",3,2,2,2,1,2,Никогда или крайне редко,Иногда (1-2 раза в неделю),Часто (3-4 раза в неделю),Никогда или крайне редко,Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Редко (несколько раз в месяц),,Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Никогда или крайне редко,Редко (несколько раз в месяц),Редко (раз в 1-2 месяца),Никогда или крайне редко,Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,Редко (несколько раз в месяц),Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Никогда или крайне редко,Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Никогда или крайне редко,Редко (несколько раз в месяц),Не применил(а),Не применил(а),Применил(а) по максимуму,Не применил(а),Не применил(а),Применил(а) по максимуму,"Применил(а), но не полностью",Применил(а) по максимуму,"Применил(а), но не полностью",У меня этого нет,Не применил(а),Я разделяю личные и рабочие задачи в разных списках,Электронные + Блокнот,Утренний тип (Жаворонок): пик активности утром и снижается к вечеру,6,"Думаю, особенности характера, совпавшие с расслабленными задачами на работе) 
Спасибо за анкету!",11,2 дня в неделю - удаленно
25/02/2026 18:02:35,33,М,MAX,"Большую часть трачу на срочные дела, но небольшую часть стабильно посвящаю важным",2,2,2,3,4,3,Практически всегда (5+ дней в неделю),Никогда или крайне редко,Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Практически всегда (5+ дней в неделю),,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Иногда (1-2 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Практически всегда (5+ дней в неделю),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Не применил(а),Применил(а) с небольшими исключениями,Не применил(а),Не применил(а),Не применил(а),"Применил(а), но не полностью","Применил(а), но не полностью",Не применил(а),Применил(а) с небольшими исключениями,У меня этого нет,Не применил(а),Я нигде не веду личные задачи (что надо - помню),Электронные (приложение),Утренний тип (Жаворонок): пик активности утром и снижается к вечеру,3,,12,Я работаю удаленно (выезд в офис - это исключение)
25/02/2026 22:49:55,40,Ж,CORP_GRP,"Большую часть трачу на срочные дела, но небольшую часть стабильно посвящаю важным",5,4,4,4,4,4,Иногда (1-2 раза в неделю),Часто (3-4 раза в неделю),Иногда (1-2 раза в неделю),Иногда (1-2 раза в неделю),Иногда (1-2 раза в неделю),Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Редко (несколько раз в месяц),,Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Редко (раз в 1-2 месяца),Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Редко (несколько раз в месяц),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Никогда или крайне редко,Редко (несколько раз в месяц),Никогда или крайне редко,Редко (несколько раз в месяц),Никогда или крайне редко,Не применил(а),"Применил(а), но не полностью",Не применил(а),Не применил(а),"Применил(а), но не полностью",Не применил(а),"Применил(а), но не полностью",Применил(а) с небольшими исключениями,"Применил(а), но не полностью",У меня этого нет,Не применил(а),Я веду личные и рабочие задачи в одном списке,Электронные (приложение),Вечерний тип (Сова): утром самый низкий уровень активности и плавно разгоняюсь к вечеру,5,,16,Я работаю в офисе (удаленная работа - это исключение)
26/02/2026 07:12:10,42,М,CORP_GRP,"Большую часть я посвящаю важному, на срочные задачи сил и времени уходит не много",2,1,2,1,1,2,Иногда (1-2 раза в неделю),Иногда (1-2 раза в неделю),Практически всегда (5+ дней в неделю),Иногда (1-2 раза в неделю),Иногда (1-2 раза в неделю),Практически всегда (5+ дней в неделю),Иногда (1-2 раза в неделю),Иногда (1-2 раза в неделю),Иногда (1-2 раза в неделю),,Практически всегда (5+ дней в неделю),Часто (3-4 раза в неделю),Иногда (1-2 раза в неделю),Никогда или крайне редко,Иногда (1-2 раза в месяц),Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Никогда или крайне редко,Иногда (1-2 раза в месяц),Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Часто (3-4 раза в неделю),Иногда (1-2 раза в неделю),Иногда (1-2 раза в неделю),Никогда или крайне редко,Практически всегда (5+ дней в неделю),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Применил(а) по максимуму,Применил(а) по максимуму,Применил(а) по максимуму,"Применил(а), но не полностью",Применил(а) с небольшими исключениями,Применил(а) с небольшими исключениями,"Применил(а), но не полностью",Применил(а) по максимуму,Применил(а) с небольшими исключениями,У меня этого нет,"Применил(а), но не полностью",Я веду личные и рабочие задачи в одном списке,Электронные (приложение),Вечерний тип (Сова): утром самый низкий уровень активности и плавно разгоняюсь к вечеру,5,"1. Мои желания - ограничение моей продуктивности. Всегда хочу больше. Следствие - что-то не успеваю, или успеваю не желаемом объеме, от этого падает настроение при подведении итогов, сопоставлении плана и факта. Плюс большое кол-во задач, как их не разделяй, всё равно оказывают влияние друг на друга. 
2. Недостаточное делегирование (Уже в меньшей степени, чем скажем, полгода назад).
Однако, не считаю эти пункты проблемами, это задачи (проекты, если угодно), которые надо решать :) А про п 1 - вообще не уверен, что его надо решать. Может быть усилить решение п2 и развить его. И начинать любые задачи с прицелом на то, что моя задача будет организовать и делегировать кому-то исполнение(да здравствует Роб Мур и его ""Принцип рычага""), оставив себе функцию контроля.",6,1 день в неделю - удаленно
26/02/2026 08:01:40,28,Ж,CORP_GRP,Я распределяю свои силы и время примерно поровну на важное и на срочное,2,2,3,3,4,3,Никогда или крайне редко,Редко (несколько раз в месяц),Часто (3-4 раза в неделю),Редко (несколько раз в месяц),Часто (3-4 раза в неделю),Практически всегда (5+ дней в неделю),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Никогда или крайне редко,,Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Никогда или крайне редко,Иногда (1-2 раза в месяц),Практически всегда (5+ дней в неделю),Иногда (1-2 раза в неделю),Никогда или крайне редко,Редко (раз в 1-2 месяца),Часто (3-4 раза в неделю),Практически всегда (5+ дней в неделю),Никогда или крайне редко,Редко (несколько раз в месяц),Редко (несколько раз в месяц),Никогда или крайне редко,Практически всегда (5+ дней в неделю),Никогда или крайне редко,Редко (несколько раз в месяц),Часто (3-4 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Применил(а) с небольшими исключениями,Применил(а) с небольшими исключениями,Применил(а) по максимуму,Не применил(а),Применил(а) по максимуму,Применил(а) по максимуму,Применил(а) с небольшими исключениями,Применил(а) с небольшими исключениями,Применил(а) с небольшими исключениями,"Применил(а), но не полностью",Не применил(а),Я разделяю личные и рабочие задачи в разных списках,Бумажный блокнот,Утренний тип (Жаворонок): пик активности утром и снижается к вечеру,4,Уныние и апатия ,11,Я работаю в офисе (удаленная работа - это исключение)
26/02/2026 08:30:40,36,М,CORP_GRP,"Большую часть трачу на срочные дела, но небольшую часть стабильно посвящаю важным",4,3,3,2,2,2,Никогда или крайне редко,Никогда или крайне редко,Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,Часто (3-4 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,,Никогда или крайне редко,Часто (3-4 раза в неделю),Никогда или крайне редко,Иногда (1-2 раза в неделю),Никогда или крайне редко,Практически всегда (5+ дней в неделю),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Практически всегда (5+ дней в неделю),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Часто (3-4 раза в неделю),Никогда или крайне редко,Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Применил(а) по максимуму,Применил(а) с небольшими исключениями,Применил(а) по максимуму,Не применил(а),Не применил(а),Применил(а) с небольшими исключениями,Применил(а) с небольшими исключениями,Применил(а) по максимуму,Применил(а) с небольшими исключениями,У меня этого нет,Не применил(а),Я разделяю личные и рабочие задачи в разных списках,Электронные (приложение),"Дневной тип (Орел): пик активности - день, утром и вечером - спад",6,Психотип - не выношу методичность. Очень тяжело каждый день делать одинаковый действия - например планировать задачи,11,Я работаю в офисе (удаленная работа - это исключение)
26/02/2026 08:45:33,44,М,VK,Я распределяю свои силы и время примерно поровну на важное и на срочное,2,2,4,3,4,3,Редко (несколько раз в месяц),Никогда или крайне редко,Часто (3-4 раза в неделю),Часто (3-4 раза в неделю),Редко (несколько раз в месяц),Часто (3-4 раза в неделю),Иногда (1-2 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,,Редко (несколько раз в месяц),Часто (3-4 раза в неделю),Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Редко (раз в 1-2 месяца),Часто (3-4 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Иногда (1-2 раза в месяц),Часто (3-4 раза в неделю),Часто (3-4 раза в неделю),Часто (3-4 раза в неделю),Иногда (1-2 раза в неделю),Иногда (1-2 раза в неделю),Никогда или крайне редко,Часто (3-4 раза в неделю),Иногда (1-2 раза в неделю),Иногда (1-2 раза в неделю),Иногда (1-2 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Применил(а) по максимуму,Применил(а) по максимуму,Применил(а) по максимуму,"Применил(а), но не полностью",Не применил(а),"Применил(а), но не полностью","Применил(а), но не полностью","Применил(а), но не полностью",Применил(а) с небольшими исключениями,"Применил(а), но не полностью","Применил(а), но не полностью",Я веду личные и рабочие задачи в одном списке,Электронные (приложение),Вечерний тип (Сова): утром самый низкий уровень активности и плавно разгоняюсь к вечеру,6,Концентрация,11,Я работаю удаленно (выезд в офис - это исключение)
26/02/2026 08:59:23,36,Ж,ITHR,"Большую часть трачу на срочные дела, но небольшую часть стабильно посвящаю важным",5,3,3,3,1,2,Никогда или крайне редко,Никогда или крайне редко,Часто (3-4 раза в неделю),Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Никогда или крайне редко,Редко (несколько раз в месяц),Практически всегда (5+ дней в неделю),Никогда или крайне редко,,Практически всегда (5+ дней в неделю),Иногда (1-2 раза в неделю),Практически всегда (5+ дней в неделю),Никогда или крайне редко,Редко (раз в 1-2 месяца),Практически всегда (5+ дней в неделю),Никогда или крайне редко,Никогда или крайне редко,Постоянно (каждую неделю),Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Практически всегда (5+ дней в неделю),Никогда или крайне редко,Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Применил(а) по максимуму,Применил(а) по максимуму,Применил(а) по максимуму,"Применил(а), но не полностью","Применил(а), но не полностью",Применил(а) по максимуму,Применил(а) по максимуму,Применил(а) по максимуму,Применил(а) по максимуму,У меня этого нет,Не применил(а),Я разделяю личные и рабочие задачи в разных списках,Электронные + Блокнот,Вечерний тип (Сова): утром самый низкий уровень активности и плавно разгоняюсь к вечеру,3,"Лень и не выбор себя. Мои задачи должны быть на 1 месте, сейчас не так ",12,Я работаю в офисе (удаленная работа - это исключение)
26/02/2026 10:16:01,50,М,CORP_GRP,Я распределяю свои силы и время примерно поровну на важное и на срочное,3,2,3,3,5,2,Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,Редко (несколько раз в месяц),Часто (3-4 раза в неделю),Иногда (1-2 раза в неделю),Иногда (1-2 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,,Никогда или крайне редко,Часто (3-4 раза в неделю),Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Редко (несколько раз в месяц),Никогда или крайне редко,Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,Не применил(а),Применил(а) по максимуму,Не применил(а),Применил(а) с небольшими исключениями,Не применил(а),Применил(а) по максимуму,Применил(а) с небольшими исключениями,Не применил(а),"Применил(а), но не полностью",У меня этого нет,Не применил(а),Я разделяю личные и рабочие задачи в разных списках,Электронные (приложение),Вечерний тип (Сова): утром самый низкий уровень активности и плавно разгоняюсь к вечеру,4,,10,Я работаю в офисе (удаленная работа - это исключение)
